system_id,split,source_manifest,source_manifest_sha256,dataset_sha256,seed,min_points_per_group
160.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
163.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
165.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
166.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
167.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
168.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
169.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
170.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
171.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
172.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
173.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
174.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
175.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
176.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
179.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
180.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
181.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
182.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
183.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
184.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
185.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
186.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
187.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
188.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
189.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
190.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
192.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
193.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
194.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
197.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
198.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
200.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
201.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
203.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
204.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
205.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
207.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
208.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
209.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
210.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
212.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
213.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
214.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
215.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
217.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
223.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
225.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
226.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
227.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
228.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
229.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
230.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
232.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
233.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
239.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
241.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
243.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
244.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
245.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
246.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
247.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
248.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
249.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
250.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
251.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
253.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
255.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
256.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
258.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
259.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
260.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
261.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
262.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
263.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
264.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
265.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
267.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
268.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
269.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
270.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
271.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
272.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
273.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
274.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
275.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
276.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
277.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
278.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
279.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
280.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
281.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
282.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
283.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
284.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
285.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
286.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
287.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
288.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
289.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
290.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
291.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
292.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
294.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
296.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
297.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
298.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
299.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
302.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
304.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
306.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
307.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
309.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
310.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
311.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
312.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
313.0,train,datasets\splits\main_benchmark_system_split.json,83b354d7aa91c0f94044f461d489d9a39ecf3729bcdfabc1c6e77899a18ede9a,76812d7a9ba8c6e6660e1acbf15817ff0725664d7fcf69b0fb0a84e133529f06,42,6
